"case","dir","pretest","conftest","indtest","c12","c21","hill1","hill2","p_val","beta1","beta_h1","beta_h2","dirH","pretestH","conftestH","c12H","c21H","df1","df2","dfh"
2,2,0,0,1,0.552010256410256,0.558410256410256,0.47901939370799,0.362134010572028,1.3463577944739e-05,0.396420666761696,0.519264029152691,0.816999717056751,2,0,0,0.546203596671443,0.565713113663525,3,2,4
2,2,0,0,0,0.451815384615385,0.558987179487179,0.393575774151015,0.426962397914747,0.198573761391915,0.76197580434382,0.264696695283055,0.520088757015765,2,0,0,0.490815837011853,0.564685904711526,3,3,4
3,1,1,1,0,0.888407692307692,0.646712820512821,0.334535940692791,0.311312636661225,0.25580945376779,0.355433552153409,0.885560534335673,0.104466124437749,NA,NA,NA,NA,NA,4,4,2
4,1,1,1,1,0.990402564102564,0.695194871794872,0.530278253990735,0.467740943096405,0.0479682432655777,0.508332306332886,0.274932656437159,0.373278085887432,1,1,1,0.990940015450574,0.705918895222167,2,2,3
1,1,1,0,1,0.621838461538461,0.459023076923077,0.438026498806671,0.517556730461846,0.00872110361489931,0.114022949151695,0.538581332191825,0.224821753427386,NA,NA,NA,NA,NA,3,2,4
4,1,1,1,1,0.963492307692308,0.612628205128205,0.324001514554639,0.442392543675288,1.38077559319605e-06,0.588345550000668,0.789603529497981,0.423272914625704,1,1,0,0.930129720996231,0.570838254610938,4,2,3
3,1,1,0,0,0.976828205128205,0.542405128205128,0.561604070895642,0.518249673087437,0.20459025165021,0.330919310450554,0.226525687985122,0.170768939331174,NA,NA,NA,NA,NA,2,2,4
4,2,0,1,0,0.957015384615385,0.973076923076923,0.426030078086216,0.431427322124563,0.842227677770369,0.140251712873578,0.866612706519663,0.758685534074903,1,0,1,0.823168919016501,0.796397249414021,3,4,2
4,1,1,1,1,0.995158974358974,0.812115384615385,0.551388312434057,0.476225340185048,0.0210643396640346,0.631582333706319,0.715729346312583,0.145164811983705,1,1,1,0.992529794424508,0.725745799347737,2,2,2
1,1,0,0,1,0.529615384615385,0.498569230769231,0.406690506676728,0.606227645289345,9.84004433490782e-10,0.194324886985123,0.380353705585003,0.507569426670671,NA,NA,NA,NA,NA,3,2,3
3,1,1,1,1,0.996361538461538,0.947453846153846,0.571402253446476,0.410058126665337,2.9024110870246e-07,0.531738690845668,0.534518912248313,0.357166736200452,NA,NA,NA,NA,NA,2,4,4
3,1,0,1,1,0.997758974358974,0.990787179487179,0.519791155532479,0.406936215094178,0.00013199008985243,0.834896909818053,0.318988568335772,0.516512383706868,NA,NA,NA,NA,NA,2,4,4
4,1,1,1,1,0.814733333333333,0.614482051282051,0.36724157954111,0.459690278964235,0.000442326524931147,0.190499027259648,0.766766763292253,0.870943505316973,1,1,0,0.739274269129529,0.568114468508809,3,2,3
3,1,1,0,1,0.818625641025641,0.539223076923077,0.352706781865205,0.423663350632841,0.00399980900934183,0.26749116871506,0.862050652317703,0.109175919555128,NA,NA,NA,NA,NA,4,3,3
4,1,1,1,0,0.835364102564103,0.585379487179487,0.339023804020073,0.396641434140399,0.0135434972771513,0.319411768577993,0.103814272768795,0.148658858239651,1,1,0,0.841650106406111,0.555479411764706,4,3,3
4,1,1,1,0,0.897351282051282,0.792046153846154,0.409124546419021,0.425193690821338,0.542558654798426,0.24024701975286,0.374407558701932,0.476009549200535,1,1,1,0.796076695165368,0.624836454279734,3,3,2
1,1,0,0,1,0.508164102564102,0.471069230769231,0.333582010363964,0.520788322083993,1.30140342946561e-11,0.250629423744977,0.646188060939312,0.277209958434105,NA,NA,NA,NA,NA,4,2,2
1,2,0,0,0,0.563346153846154,0.57275641025641,0.39868423412213,0.357839431382523,0.0882252874540759,0.129820643737912,0.868900547176599,0.625738070905209,NA,NA,NA,NA,NA,4,3,2
3,1,1,1,0,0.991469230769231,0.732151282051282,0.421225133022432,0.388109054526321,0.196063333383508,0.648757766932249,0.442114397324622,0.860761642456055,NA,NA,NA,NA,NA,3,3,3
4,1,1,1,0,0.972776923076923,0.623941025641026,0.382645538252963,0.454381575581381,0.0069281238248089,0.835806965269148,0.208783077262342,0.351701130159199,1,1,1,0.972714258162077,0.66902686477697,3,2,3
1,2,0,0,1,0.442464102564103,0.51004358974359,0.360101571185048,0.436798326294862,0.00244958279724683,0.123131229355931,0.81311880107969,0.104108027182519,NA,NA,NA,NA,NA,3,4,2
3,1,1,1,0,0.94834358974359,0.69375641025641,0.339662806272953,0.330725086830305,0.67334438963949,0.590037504956126,0.469241737574339,0.335718804225326,NA,NA,NA,NA,NA,4,4,4
3,1,1,0,0,0.662233333333333,0.462135897435897,0.355266799192227,0.416303794841272,0.012638130220219,0.12697102855891,0.373805642873049,0.541959539614618,NA,NA,NA,NA,NA,4,3,4
3,1,1,1,1,0.982153846153846,0.839484615384615,0.421410203935383,0.329734870283192,0.000127596767247162,0.659620134718716,0.102556183561683,0.679748775064945,NA,NA,NA,NA,NA,3,4,4
4,1,1,1,0,0.978674358974359,0.858105128205128,0.392187340171405,0.392351848326677,0.994709342350958,0.535703943856061,0.326377538405359,0.50841412153095,1,1,1,0.96217102693439,0.671440671391505,3,3,2
2,1,0,0,1,0.608328205128205,0.497797435897436,0.344971178844114,0.513760387397669,1.06759778795151e-09,0.520314406976104,0.501693938858807,0.252088122814894,1,0,0,0.607187804878049,0.495819147251749,4,2,4
4,1,1,1,0,0.992389743589744,0.764023076923077,0.447581308028651,0.482395715258215,0.236811374991115,0.341998669318855,0.829577223025262,0.483581928350031,1,1,0,0.874441212808691,0.557879367296518,4,2,2
3,1,1,0,1,0.937358974358974,0.534071794871795,0.428346871611644,0.538428079889567,0.000346776935455706,0.327113615162671,0.771407365426421,0.317464013025165,NA,NA,NA,NA,NA,3,2,4
1,1,0,0,1,0.521751282051282,0.484948717948718,0.381701680064962,0.569812366201849,8.62370175269689e-10,0.217217204906046,0.487667737901211,0.886985055916011,NA,NA,NA,NA,NA,3,2,3
3,1,1,1,0,0.749184615384615,0.586805128205128,0.41575314265524,0.411664933579318,0.875840853370865,0.158021827787161,0.570630360022187,0.164806688576937,NA,NA,NA,NA,NA,3,3,4
2,2,1,0,1,0.468779487179487,0.62254358974359,0.33670153866955,0.414837785060602,0.00107494692142396,0.17854449339211,0.264203651063144,0.24894156139344,2,1,0,0.480777687067113,0.635690645035153,3,4,3
2,2,0,0,1,0.532846153846154,0.561917948717949,0.515793600446658,0.328360772474408,7.15760783975838e-12,0.130127682164311,0.406154773384333,0.419651835784316,2,0,0,0.494542026679152,0.569694932005148,4,2,4
3,1,1,1,1,0.95981282051282,0.729302564102564,0.560131833717944,0.505607822841779,0.106152494405636,0.394090173393488,0.802532588131726,0.497628928534687,NA,NA,NA,NA,NA,2,2,2
1,2,0,0,1,0.51928717948718,0.591558974358974,0.53511295602487,0.336949998829314,2.43205455774387e-12,0.361854928918183,0.63784204646945,0.288976109772921,NA,NA,NA,NA,NA,4,2,3
1,1,0,0,1,0.568115384615385,0.539776923076923,0.412465420028204,0.348712505391754,0.00830668052343797,0.685549692064524,0.685788552649319,0.45975563917309,NA,NA,NA,NA,NA,3,4,4
1,2,0,0,1,0.471974358974359,0.493402564102564,0.346565368451266,0.569431349718272,7.66053886991358e-14,0.122765394113958,0.372408235259354,0.471311930008233,NA,NA,NA,NA,NA,2,4,4
4,1,1,1,0,0.9688,0.737946153846154,0.364412147519388,0.363165882494146,0.956802568317367,0.374263577535748,0.853663363307715,0.663592650927603,1,1,1,0.934792877564574,0.631476158993932,3,3,3
3,1,1,1,0,0.981758974358974,0.669451282051282,0.436858881929442,0.465873384975151,0.309698168194426,0.742580549232662,0.739581063576043,0.641733015328646,NA,NA,NA,NA,NA,3,2,2
1,1,0,0,1,0.515066666666667,0.469028205128205,0.541338545813674,0.356106203071788,1.63520530449546e-10,0.310201764479279,0.317275499179959,0.633988161385059,NA,NA,NA,NA,NA,2,4,2
1,1,0,0,1,0.502366666666667,0.491758974358974,0.390951146744428,0.327039278776444,0.0050502193176698,0.223449531756341,0.126855680719018,0.12082548905164,NA,NA,NA,NA,NA,3,4,4
1,2,0,0,1,0.491215384615385,0.534233333333333,0.415047634916946,0.338941355566297,0.00149419680837082,0.695983051881194,0.157259978353977,0.590803421102464,NA,NA,NA,NA,NA,4,3,2
2,1,0,1,1,0.645233333333333,0.606133333333333,0.344965053217655,0.501148164284642,9.45430089771548e-09,0.270462229661644,0.245369586907327,0.135618039220572,1,0,0,0.590607836703171,0.517109450304575,4,2,2
2,1,1,1,1,0.879471794871795,0.68744358974359,0.402593814156776,0.511347470840791,0.000186552027396703,0.476802500709891,0.736190663836896,0.444871265813708,1,0,1,0.762344103188818,0.623572464749428,4,2,2
3,1,1,1,1,0.9896,0.696410256410256,0.566015983637834,0.428881733653782,1.5746400581218e-05,0.353660411201417,0.820853185467422,0.479763880372047,NA,NA,NA,NA,NA,2,3,2
1,2,0,0,0,0.467135897435897,0.503179487179487,0.551681772851591,0.544242858102825,0.830044833873504,0.559819849207997,0.82936974298209,0.529900062456727,NA,NA,NA,NA,NA,2,2,3
4,1,1,1,0,0.917525641025641,0.758264102564102,0.41832447359708,0.3580209332464,0.0143269604425595,0.23591063208878,0.33169570080936,0.281533107161522,1,1,1,0.873710761172881,0.625854465560725,3,4,2
3,1,1,0,1,0.934684615384615,0.472692307692308,0.371484906312233,0.473914056782122,0.000142595837216319,0.657546944357455,0.778149370104074,0.463805500790477,NA,NA,NA,NA,NA,4,2,2
1,2,0,0,0,0.359969230769231,0.47595641025641,0.538359262207767,0.563603310806147,0.468922776964047,0.372218517027795,0.706761893443763,0.12312642596662,NA,NA,NA,NA,NA,2,2,2
2,1,0,0,0,0.545807692307692,0.540679487179487,0.453286958908765,0.504529918052239,0.091143851300808,0.767654061317444,0.886895395442843,0.705763333104551,2,0,0,0.514452586739162,0.569074685270066,2,2,3
3,1,1,1,1,0.972748717948718,0.873746153846154,0.417821734938751,0.344191316139276,0.002354626725102,0.672001611441374,0.396125811338425,0.452551554515958,NA,NA,NA,NA,NA,3,4,3
3,1,1,1,0,0.976964102564102,0.866169230769231,0.357311332068129,0.31952029142552,0.0779141987556826,0.891234359517694,0.64818791039288,0.806349249370396,NA,NA,NA,NA,NA,4,4,2
1,1,0,0,1,0.497238461538462,0.42214358974359,0.394138832295626,0.517110766335362,2.34610017746384e-05,0.15966438241303,0.82196426987648,0.569113364256918,NA,NA,NA,NA,NA,3,2,3
3,1,1,1,1,0.880974358974359,0.588182051282051,0.324470864057548,0.390100379257493,0.00382543863144602,0.400094532035291,0.316202170588076,0.329828508011997,NA,NA,NA,NA,NA,4,3,2
1,1,0,0,1,0.486533333333333,0.440482051282051,0.341160677185668,0.563854886376099,4.15223411209809e-14,0.213422705046833,0.789501280337572,0.580134325474501,NA,NA,NA,NA,NA,4,2,2
4,1,1,0,0,0.884307692307692,0.534771794871795,0.387864249731171,0.369461620043635,0.442374034917091,0.238173381239176,0.21265617068857,0.175290251523256,1,1,0,0.880027156804765,0.531787098282073,3,3,4
1,1,0,0,0,0.524720512820513,0.432033333333333,0.553428686937695,0.542030337004027,0.742140546911832,0.383395252004266,0.161091859452426,0.633179485239089,NA,NA,NA,NA,NA,2,2,4
3,1,1,1,0,0.922279487179487,0.657561538461538,0.421295307243578,0.41006715588302,0.669343256947941,0.276251310482621,0.606552712246776,0.767539506964386,NA,NA,NA,NA,NA,3,3,2
3,1,1,1,0,0.947807692307692,0.673015384615385,0.343779009273281,0.356459429923368,0.566946656379219,0.695689221099019,0.169341573491693,0.870256006717682,NA,NA,NA,NA,NA,4,3,3
4,1,1,1,1,0.955374358974359,0.819107692307692,0.416538419049591,0.492105924558819,0.00877073071441981,0.365535747073591,0.503570052050054,0.724889018386602,1,1,0,0.881655782909079,0.559617368484016,4,2,2
4,1,1,1,1,0.916579487179487,0.620935897435897,0.490969493231691,0.363975978207631,3.37997287891412e-06,0.166343644447625,0.622134608030319,0.528978776559234,1,1,1,0.93503711131269,0.632969780074523,2,3,4
1,2,0,0,1,0.519282051282051,0.547525641025641,0.509083850085835,0.397158940632177,0.000106144055883606,0.868373349681497,0.493077675439417,0.47703312728554,NA,NA,NA,NA,NA,3,2,3
3,1,1,0,0,0.809407692307692,0.572076923076923,0.373699564161927,0.313685549691203,0.00595136525224849,0.257932033203542,0.116888860985637,0.16328813508153,NA,NA,NA,NA,NA,4,4,4
2,2,0,0,1,0.522579487179487,0.624946153846154,0.360570091614505,0.479011944401613,9.99129831313894e-06,0.136005986854434,0.702846483699977,0.523350479826331,2,0,0,0.527896671212257,0.604030324623326,2,3,3
1,2,0,0,1,0.472092307692308,0.518353846153846,0.544105735920834,0.436175484527125,0.000538580632909458,0.219863107427955,0.158421142958105,0.10734824500978,NA,NA,NA,NA,NA,3,2,4
1,1,0,0,0,0.512064102564103,0.470146153846154,0.337784712992805,0.340274108970927,0.907575096824566,0.405010449513793,0.675894121825695,0.10273259151727,NA,NA,NA,NA,NA,4,4,3
1,1,0,0,0,0.55225641025641,0.48005641025641,0.501488378982473,0.579361580483055,0.0230580812491741,0.41194620449096,0.634803099930286,0.178701794706285,NA,NA,NA,NA,NA,2,2,3
2,2,0,1,0,0.801371794871795,0.844997435897436,0.34433448295742,0.340637746182015,0.864488799871157,0.316674021817744,0.611150408349931,0.865470007434487,1,0,1,0.656007654336983,0.652726346768954,4,4,3
1,1,0,0,1,0.454846153846154,0.445910256410256,0.414644372252153,0.56759572069947,1.14131155526387e-06,0.719810808822513,0.754103226028383,0.555988355353475,NA,NA,NA,NA,NA,3,2,4
4,1,0,1,0,0.901817948717949,0.811025641025641,0.400459129304873,0.407043932553449,0.796514861220524,0.348831125162542,0.110374867916107,0.619873131066561,1,1,1,0.889525356792272,0.653425741489851,3,3,2
1,2,0,0,1,0.413858974358974,0.464392307692308,0.343316594420569,0.392503669946474,0.0349301121491699,0.592624649591744,0.898283883184195,0.396859497390687,NA,NA,NA,NA,NA,3,4,2
3,1,1,0,1,0.787410256410256,0.432541025641026,0.363554910456411,0.529056048190017,8.16586687157894e-09,0.299635897949338,0.803711552172899,0.67771228775382,NA,NA,NA,NA,NA,4,2,4
3,1,1,1,0,0.983179487179487,0.682935897435897,0.505242700790687,0.570026634394512,0.0571982197028889,0.485175987146795,0.167112379707396,0.840792777948081,NA,NA,NA,NA,NA,2,2,2
2,2,1,0,0,0.482525641025641,0.642441025641026,0.314702364002998,0.356712277863187,0.0482963150252167,0.540183644555509,0.662625895813107,0.450845804065466,2,1,0,0.501330150807064,0.648851462510635,3,4,4
4,1,1,1,1,0.981748717948718,0.73644358974359,0.427144766658447,0.369267417395307,0.0219018915031011,0.791508298926055,0.115425409004092,0.599183739535511,1,1,1,0.981362384584613,0.726779155804504,3,3,3
4,1,0,1,0,0.735694871794872,0.619687179487179,0.362719455461165,0.394208338950515,0.188711853595409,0.108789715543389,0.311952806264162,0.364021050557494,1,0,1,0.721491695440054,0.591230297789535,4,3,3
2,2,1,0,0,0.480671794871795,0.6424,0.525401265660599,0.52509040817658,0.992533751898314,0.342246096022427,0.102776603959501,0.735756359249353,2,0,0,0.464403348659221,0.528238316921259,2,2,2
3,1,1,1,1,0.896033333333333,0.590938461538462,0.405012642462404,0.485762292043579,0.00430462659146746,0.50193741619587,0.105694373510778,0.20020745024085,NA,NA,NA,NA,NA,3,2,3
3,1,1,0,1,0.967015384615385,0.573317948717949,0.348627414072076,0.469861266667321,3.59729190546609e-06,0.870742302760482,0.714571165107191,0.40995743535459,NA,NA,NA,NA,NA,4,2,2
4,1,1,1,0,0.977671794871795,0.70365641025641,0.417729930006726,0.412595683581838,0.84497573827476,0.595362860709429,0.136074663884938,0.157142149470747,1,1,1,0.977431223315051,0.710445070313705,3,3,3
3,1,1,1,0,0.941353846153846,0.595810256410256,0.407837928195274,0.376598273498147,0.208262037277733,0.516264821402729,0.757683039829135,0.553748640976846,NA,NA,NA,NA,NA,3,3,4
1,2,0,0,0,0.48415641025641,0.532384615384615,0.355271182801418,0.508794456099432,3.16685848655851e-08,0.579133148491383,0.108921081572771,0.245354086719453,NA,NA,NA,NA,NA,2,4,2
2,2,0,0,1,0.516892307692308,0.538735897435897,0.339988148479904,0.424392490518411,0.000519005177854748,0.314980923756957,0.10514902677387,0.39130265340209,1,0,0,0.500259675843158,0.493742504270937,3,4,3
3,1,1,1,1,0.915292307692308,0.580271794871795,0.34170072076228,0.514396806729785,4.02288424794506e-10,0.489108011312783,0.134964546561241,0.743016723915935,NA,NA,NA,NA,NA,4,2,2
2,2,0,1,1,0.631169230769231,0.675625641025641,0.351633788390408,0.473933238811851,3.58624796059637e-06,0.527264397405088,0.804118092730641,0.833331054821611,1,0,1,0.633096577656737,0.588511064266623,2,3,4
1,1,0,0,0,0.566397435897436,0.559453846153846,0.361060722278013,0.413251122580071,0.0334514453601349,0.126591100543737,0.339911339245737,0.345128049328923,NA,NA,NA,NA,NA,4,3,4
1,1,0,0,1,0.467579487179487,0.457735897435897,0.557338137087858,0.402341302234288,4.60632650023385e-07,0.770514401234686,0.228381762653589,0.32219690028578,NA,NA,NA,NA,NA,2,3,3
4,1,1,0,0,0.824702564102564,0.563597435897436,0.345941389130152,0.330567531178929,0.472479180388786,0.178795738890767,0.460138574615121,0.149052428267896,1,1,0,0.808501438381466,0.535876484098063,4,4,3
4,1,1,1,1,0.988858974358974,0.851989743589744,0.489203813011221,0.356364795760221,9.2126445139229e-07,0.29305855166167,0.722389228641987,0.349416901357472,1,1,1,0.99147138595446,0.84272724103436,2,4,4
3,1,1,1,0,0.94635641025641,0.648894871794872,0.345383400162679,0.341334369581255,0.85209093118608,0.442218429781497,0.760458450764418,0.720823769271374,NA,NA,NA,NA,NA,4,4,2
2,1,0,1,1,0.672028205128205,0.611233333333333,0.520764956353391,0.408367441631218,0.000146025463299893,0.404285806231201,0.67407187782228,0.173976846598089,2,0,0,0.516209329680617,0.547730561280159,2,3,2
2,1,0,0,1,0.556684615384615,0.491638461538462,0.342928193198304,0.507228254017853,1.96894944792803e-09,0.826238258741796,0.346851742640138,0.695396515727043,1,0,0,0.548012530518276,0.523651149194104,4,2,4
2,1,1,1,0,0.836884615384615,0.640076923076923,0.374644646961813,0.358987596600323,0.499844719096693,0.881750564463437,0.348945986665785,0.222316708415747,1,0,0,0.680679882747977,0.54497939060615,4,4,2
2,1,0,1,0,0.777676923076923,0.721120512820513,0.431332691008595,0.407794126823386,0.375235096432061,0.265650220029056,0.499597928859293,0.306121478229761,2,0,0,0.500067125821174,0.525089730145013,3,3,2
1,2,0,0,0,0.503307692307692,0.55871282051282,0.52787879417917,0.522886531515109,0.88057493620971,0.363460416533053,0.835880011506379,0.459311722405255,NA,NA,NA,NA,NA,2,2,3
1,1,0,0,0,0.527674358974359,0.496451282051282,0.356088579889046,0.356163807292526,0.997335096972248,0.111097462847829,0.642230666987598,0.32054459862411,NA,NA,NA,NA,NA,4,4,3
3,1,1,1,1,0.985187179487179,0.729353846153846,0.538455839160268,0.396698603701054,2.14291364608599e-06,0.324354590661824,0.249859607219696,0.227727784961462,NA,NA,NA,NA,NA,2,3,4
3,1,1,1,0,0.946535897435897,0.684817948717949,0.334654634624004,0.301466470060031,0.0994337077153031,0.482698824070394,0.120694028586149,0.849501692131162,NA,NA,NA,NA,NA,4,4,4
2,1,1,1,1,0.960241025641026,0.717512820512821,0.448660912808702,0.506576091160996,0.0556524952935047,0.636830868013203,0.778666122071445,0.885143283754587,1,1,0,0.760203944775297,0.575316323720786,4,2,2
1,2,0,0,0,0.465182051282051,0.4779,0.57718682995881,0.529186887640206,0.170480197320029,0.881699391268194,0.431530407816172,0.618977838940918,NA,NA,NA,NA,NA,2,2,4
1,1,0,0,1,0.538,0.518684615384615,0.403694527604604,0.534837861992596,1.207615951615e-05,0.845950672216713,0.750282783061266,0.118025387823582,NA,NA,NA,NA,NA,3,2,2
1,1,0,0,0,0.520146153846154,0.461241025641026,0.523381186513972,0.520606896911006,0.933029448031728,0.595164693519473,0.768713518604636,0.544503229856491,NA,NA,NA,NA,NA,2,2,3
4,1,1,1,1,0.97465641025641,0.729482051282051,0.400289570891177,0.33225167943372,0.00344995632669698,0.515682594664395,0.11935233976692,0.654379584081471,1,1,1,0.976534807563263,0.696090615765062,3,4,3
4,1,0,1,0,0.894633333333333,0.791935897435897,0.377984792438195,0.355987115724138,0.34346940118604,0.382316921651363,0.344706000201404,0.867752365395427,1,1,1,0.888554697598834,0.734499160366009,3,3,3
1,1,0,0,1,0.452017948717949,0.438166666666667,0.482480035633177,0.326521219112181,2.15058459929196e-09,0.359752848185599,0.483302747085691,0.195218607224524,NA,NA,NA,NA,NA,2,4,2
2,2,0,0,1,0.496866666666667,0.524489743589744,0.515630860625119,0.394151844722769,2.84794764822127e-05,0.733776603639126,0.118888807296753,0.344020363129675,2,0,0,0.517935245536183,0.520832906655037,3,2,3
4,1,0,1,1,0.633197435897436,0.583738461538462,0.332139845376025,0.51032646156472,6.00384186810743e-11,0.14758875053376,0.152838546223938,0.553289531730115,1,0,1,0.64177536246382,0.585366750751034,4,2,4
4,1,1,1,0,0.938235897435897,0.599810256410256,0.318105944381716,0.328967456038151,0.595604272755643,0.274954068847001,0.596224061213434,0.150809559598565,1,1,1,0.886290327611976,0.596362934147341,4,4,3
3,1,1,1,1,0.984287179487179,0.828669230769231,0.342729146156824,0.311985683461468,0.138000770342548,0.846086058951914,0.606062989681959,0.208234539628029,NA,NA,NA,NA,NA,4,4,3
2,2,0,0,0,0.524502564102564,0.637925641025641,0.503402121997179,0.512652981532486,0.773420668176618,0.677234616689384,0.571177840977907,0.724897118285298,2,0,0,0.470377760452221,0.516468421052632,2,2,2
2,2,0,1,0,0.63424358974359,0.703687179487179,0.366358190529949,0.362890219595662,0.880463462753166,0.427448756620288,0.708190552517772,0.677245225571096,2,0,0,0.5550733473018,0.61067184781572,3,3,3
3,1,1,0,0,0.766841025641026,0.528148717948718,0.355724831866095,0.394381666247972,0.10362584992744,0.218780498765409,0.84447433706373,0.338592987507582,NA,NA,NA,NA,NA,4,3,2
4,1,0,1,1,0.956469230769231,0.87031282051282,0.394813256913282,0.428935631818556,0.190603290102719,0.710957266204059,0.172054320946336,0.687942338176072,1,0,1,0.929136114467533,0.813842894267862,3,3,2
4,1,1,1,1,0.988269230769231,0.753325641025641,0.413098544894577,0.471611029283565,0.0368978680767842,0.871338444389403,0.609234345331788,0.628288538195193,1,1,1,0.978088618907794,0.671794071600147,3,2,2
1,2,0,0,1,0.465976923076923,0.538671794871795,0.582680726023489,0.402229529212454,1.20559437988277e-08,0.263473900221288,0.62491439525038,0.701565152592957,NA,NA,NA,NA,NA,3,2,4
1,2,0,0,1,0.521948717948718,0.569107692307692,0.386125860896413,0.561542095322976,8.62840754400906e-09,0.555605042167008,0.789957666583359,0.374040555208921,NA,NA,NA,NA,NA,2,4,3
4,1,1,1,1,0.981361538461538,0.62104358974359,0.358363315994244,0.439494564495502,0.00137853795743581,0.843333653919399,0.21519839130342,0.183641642518342,1,1,1,0.961081366437219,0.589154969842232,4,2,2
2,1,0,1,0,0.928453846153846,0.898446153846154,0.455525395654428,0.434061729965582,0.445605365054918,0.16227887198329,0.767433970421553,0.719908415339887,2,0,0,0.554457603334433,0.57958297717232,3,3,2
1,1,0,0,0,0.497246153846154,0.487830769230769,0.400707947220008,0.414092341756655,0.603492650332869,0.423491110652685,0.71633751001209,0.515811837278306,NA,NA,NA,NA,NA,3,3,4
1,1,0,0,1,0.505848717948718,0.483435897435897,0.332232591810866,0.398106305519155,0.00450119347559008,0.394580600038171,0.420564326643944,0.391740698181093,NA,NA,NA,NA,NA,4,3,2
4,1,0,1,1,0.993333333333333,0.959194871794872,0.507043587119995,0.378421808811035,5.47312858123483e-06,0.365208434686065,0.61282614171505,0.35318723320961,1,1,1,0.993098418672617,0.938065713734596,2,4,2
1,2,0,0,1,0.393410256410256,0.482182051282051,0.333219630073584,0.52931397486198,2.37543318348798e-12,0.384026035666466,0.416614968888462,0.295687402971089,NA,NA,NA,NA,NA,2,4,4
2,2,0,1,1,0.609223076923077,0.732492307692308,0.32995228157609,0.494319525169398,6.24524654213587e-10,0.707495470158756,0.787722650915384,0.660475382953882,1,0,0,0.609620729551272,0.53215149957378,2,4,3
4,1,1,1,1,0.985723076923077,0.750597435897436,0.408716885576162,0.355907201521788,0.0293409859442648,0.667901764623821,0.220769552141428,0.548519625887275,1,1,1,0.985087590828856,0.738691834237828,3,3,4
1,2,0,0,1,0.501184615384615,0.569730769230769,0.423012670203948,0.375513001754444,0.0604171879585806,0.753340197168291,0.457774953357875,0.203171578422189,NA,NA,NA,NA,NA,4,3,4
3,1,1,1,1,0.9948,0.830369230769231,0.580923636082169,0.410772144895639,8.91391316315548e-08,0.450157847441733,0.686642253957689,0.876957538351417,NA,NA,NA,NA,NA,2,3,4
1,1,0,0,1,0.502241025641026,0.497374358974359,0.51231952090287,0.363660448547044,1.21698199739839e-07,0.313083784095943,0.11155544500798,0.894138949364424,NA,NA,NA,NA,NA,2,4,2
3,1,1,1,1,0.931010256410256,0.622041025641026,0.399857187365459,0.333065208795577,0.00410570568603608,0.344640420563519,0.381684233434498,0.76949939057231,NA,NA,NA,NA,NA,3,4,4
3,1,1,0,1,0.861523076923077,0.466146153846154,0.335571786982824,0.511510863690909,1.26929577959345e-10,0.45112781599164,0.469222773984075,0.763174346275628,NA,NA,NA,NA,NA,4,2,3
2,1,1,0,1,0.7443,0.529984615384615,0.294706712728697,0.384609494609145,3.34106749413365e-05,0.287499533221126,0.893158799223602,0.582803571037948,1,1,0,0.686132378522158,0.514864747092148,4,3,4
2,2,1,1,1,0.604148717948718,0.748966666666667,0.399684744005963,0.563223784364226,1.19052627756133e-07,0.868134149163961,0.103100370056927,0.736024096608162,2,0,1,0.612716359995663,0.664533406720711,2,4,2
4,1,1,1,0,0.992205128205128,0.778525641025641,0.483770550304666,0.463663394017259,0.502238825940236,0.714005386643112,0.619643733464181,0.448709315806627,1,1,1,0.993520115525868,0.799506882619932,2,2,4
1,2,0,0,1,0.466851282051282,0.518305128205128,0.384492263950924,0.535783797800794,2.89955545351717e-07,0.38605812843889,0.824842725135386,0.496950251422822,NA,NA,NA,NA,NA,2,3,2
1,2,0,0,0,0.464628205128205,0.558538461538462,0.399454848353271,0.350025668853627,0.0374301672461588,0.50241930205375,0.879193047061563,0.819168231450021,NA,NA,NA,NA,NA,4,3,3
2,2,0,0,1,0.479289743589744,0.499102564102564,0.316606871661759,0.42002975734037,1.09920457342927e-05,0.739104899391532,0.261892942152917,0.332285588793457,2,0,0,0.514236842105263,0.522015692915142,3,4,4
2,2,0,0,0,0.533366666666667,0.592330769230769,0.333135347621785,0.410156760543099,0.00111662592619388,0.196854785829782,0.151125742122531,0.243140056356788,2,0,0,0.55893144557835,0.599073310748488,3,4,4
1,1,0,0,1,0.478530769230769,0.454374358974359,0.551625235472851,0.354937069069771,2.01543226552303e-11,0.565327469073236,0.277256316319108,0.264055425301194,NA,NA,NA,NA,NA,2,4,3
4,1,1,1,1,0.898523076923077,0.665189743589744,0.499312322788003,0.388778639253863,9.39519295315439e-05,0.146163311228156,0.442337965406478,0.191232714802027,1,1,1,0.861891119250401,0.610413389070479,2,3,2
4,1,1,1,0,0.975738461538461,0.621466666666667,0.333693520979965,0.381337737128211,0.035514929922325,0.888444912806153,0.776216510869563,0.474540677852929,1,1,1,0.974842844393977,0.622979961862018,3,2,4
4,1,1,1,0,0.786841025641026,0.646515384615385,0.366507081981497,0.36590243428068,0.979172410425926,0.172180358693004,0.143833297491074,0.152168534323573,1,1,1,0.787539719492265,0.658438085824217,3,3,3
4,1,1,1,0,0.994535897435897,0.838741025641026,0.340636514654712,0.31237391223458,0.17150974896599,0.737366235628724,0.52582991104573,0.200448190234602,1,1,1,0.990596933455188,0.767345836379044,4,4,3
